Record ID,Job Title,Job function,Associated Company
165449446253,System Operations Manager,Operations,Pedernales Electric Cooperative;Pedernales Electric Cooperative
165449446252,Operations Manager,Operations,Engie;ENGIE North America Inc.
165449446251,Operations Manager,Operations,Revel Energy
165449446250,Grid Operations Manager,Operations,California ISO
165449446249,Senior Manager of Fleet and Facility Operations,Operations,Gravity;Gravity
165449446248,Fleet Operations Manager,Operations,Trico Electric Coop
165449446247,Executive Business Operations Manager,Operations,Salt River Project
165470246576,Plant Operations Manager,Operations,SNEW
165470246575,Operations C&I Project Manager,Operations,"Consolidated Edison,"
165470246574,Manager of Network Operations,Operations,NineStar Connect
165470246573,Operations Manager,Operations,Ambia Solar
165470246572,Retail Operations Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165470246571,Operations Manager,Operations,Diamond Generating Corporation
165470246570,Operations Training Manager,Operations,Vistra
165470246569,Regional Operations Manager,Operations,"TerraForm Power Operating,;TerraForm Power Operating LLC"
165470246568,Senior Operations and Maintenance Manager,Operations,SB Energy
165470246567,Manager Fleet Operations,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165460997217,Warehouse Operations Manager,Operations,JEA
165460997216,Operations Manager,Operations,US Solar
165460997215,Operations Manager,Operations,NextEra Energy;NextEra Energy Resources
165460997214,Operations Manager,Operations,Nashville Electric Service
165460997213,Operations Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165460997211,Operations Manager,Operations,Withlacoochee River Electric Cooperative
165460997210,ITSM Operations Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165460997209,Operations and Maintenance Manager,Operations,Calpine
165460997208,"Electrification Manager, Operations",Operations,Sunrun Inc
165461493885,"Senior Program Manager, Air Operations",Operations,ITA Group
165461493884,"Manager, Operations Application Services",Operations,Hawaiian Electric Companies
165461493883,Manager of Operations Engineering,Operations,CMP
165458357609,Operations Manager,Operations,Talen Energy
165458357608,Offshore Wind Operations Development & Implementation Manager,Operations,Oxford University Images / Nasir Hamid --
165458357607,Power Operations Manager,Operations,PGN;Portland General Electric
165458357606,"Sr. Manager, Project Operations and Market Readiness",Operations,Leeward Renewable Energy LLC
165458357604,Distribution Operations Manager,Operations,Georgia Power
165458357603,West Region Operations Manager,Operations,Enchanted Rock
165458357602,Manager Billing & Payment Operations,Operations,Puget Sound Energy
165458357601,Finance and Business Operations Manager,Operations,Arizona Public Service - APS
165458357600,Manager of Transportation Operations,Operations,Shipley Energy
165470246547,Operations & Maintenance Manager,Operations,ContourGlobal
165470246546,Sr. Manager of Solar Operations,Operations,Qcells North America
165470246543,Manager of SC South Customer Operations and Collections at IGS Energy,Operations,IGS Energy
165470246541,"Field Manager M&E, Distribution Ops.",Operations,PPL;PPL Electric Utilities
165470246540,Field Operations Manager - North America,Operations,Valmont;Valmont Solar
165470246539,Sr. Manager of Regional Operations,Operations,Choptank Electric Cooperative;Choptank Electric Cooperative
165470246545,"Manager, Electric Operations & Construction",Operations,SMECO
165470246544,Operations Manager,Operations,Momentum Solar
165470246542,Fleet Operations Support Manager,Operations,Georgia Power
165458009874,"Manager, Regional Natural Gas Operations",Operations,NRG Energy
165458009872,Operations Training Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165458009870,Manager Network Security Operations at Portland General Electric,Operations,PGN;Portland General Electric
165458009868,"Manager, Operations Engineering",Operations,Captona
165458009866,Operations and Maintenance Manager,Operations,Longroad Energy
165458009865,Operations Manager,Operations,Georgia Power
165458009873,Operations Manager,Operations,WS Energy Services;WS Energy
165458009871,Operations Services Manager,Operations,Public Service Enterprise Group
165458009869,"Manager, Corporate Events and Operations",Operations,IOWN
165458009867,"Manager, Infrastructure & Operations",Operations,Orlando Utilities Commission
165411780411,Operations Manager,Operations,Vattenfall
165411780410,Operations Manager,Operations,ComEd
165411780409,Senior Operations Manager,Operations,High Ground Energy;High Ground Energy
165411780408,Plant Operations Manager,Operations,Capital Power
165411780407,"Manager, Control Center Operations",Operations,Invenergy
165411780406,Business Operations Manager,Operations,GridStor
165411780405,Operations Shift Manager,Operations,Luminant
165411780404,"Internal Operations Manager, Transmission Services",Operations,BPA
165411780403,Customer Service Operations Manager,Operations,Idaho Power
165411780402,Manager Operations Planning,Operations,Midcontinent Independent System Operator (MISO)
165457649539,"Sr. Manager, IT Operations",Operations,Snohomish County PUD
165457649537,Manager Power Operations,Operations,Oge Energy Corp.
165457649536,Manager IT Service Delivery & Operations,Operations,Public Service Enterprise Group
165457649535,Operations Manager,Operations,Public Service Enterprise Group
165457649533,Operations Compliance & Controls Manager,Operations,Consumers Energy
165457649532,Broadband Fiber Operations Manager,Operations,Delta-Montrose Electric Association
165457649530,Low Voltage and Mechanical Operations Engineering Manager,Operations,Oxford University Images / Nasir Hamid --
165468830760,Site Operations Manager,Operations,EDF Renewables North America
165468830759,Operations Manager,Operations,NRG Energy
165468830758,Senior Capital Project Manager (PMO Automation Operations),Operations,DTE Energy
165468830757,Senior Operations and Maintenance Manager,Operations,Avista Utilities
165468830756,"Director/General Manager, Information Technology - Power Generation IT Operations",Operations,JERA Americas;JERA Americas
165468830755,Construction and Operations Project Manager,Operations,ClearPath Energy
165468830754,"Assistant General Manager, Customer Service Operations",Operations,City of Burbank;Burbank Water & Power
165468830753,Senior Operations Project Manager,Operations,Surf Clean Energy
165468830752,Operations Manager,Operations,PPM Solar
165427296404,General Manager Gas Operations,Operations,"Orange and Rockland Utilities, Inc."
165427296403,Operations Maintenance Manager,Operations,Onward Energy
165427296402,"Monitoring, Operations & Maintenance / IT Manager",Operations,"Today's Power, Inc."
165427296401,IT Smart Operations Group Product Manager,Operations,Public Service Enterprise Group
165427296400,Building Operations & IT Manager,Operations,Sonoma Clean Power
165427296399,Manager of Operations,Operations,EnerStar Electric Cooperative
165427296398,"Logistics Operations Manager, Lead Buyer",Operations,General Electric;GE Vernova
165427296397,Manager of Customer Billing Operations,Operations,Public Service Enterprise Group
165427296396,"Senior Manager, NERC Operations",Operations,RWE Renewables Operations Australia Pty Ltd.
165427296395,Operations Manager,Operations,Omega Solar Energy
165469379605,Operations Manager,Operations,AMP - Accelerated Mobile Power
165469379604,Operations Manager,Operations,"MATCOR, Inc."
165469379603,Operations Manager - Astoria Energy Phases I and II,Operations,NAES
165469379602,Operations Manager II,Operations,Pike Corporation
165469379601,Manager of Commercial Operations & Asset Management,Operations,Recurrent Energy
165469379600,"Manager, Grid Asset Operations and Planning",Operations,PGN;Portland General Electric
165469379599,Radiation Protection Field Operations Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165469379598,Network Security Operations Manager,Operations,Southern California Edison;Southern California Edison (SCE)
165469379597,Sr Manager of Fault Locating Operations,Operations,Salt River Project
165469379596,Manager of Operations,Operations,Alaska Village Electric Cooperative
165461370261,Manager Operations Standards,Operations,Evergy
165461370259,Manager Customer Service Operations,Operations,City of Burbank;Burbank Water & Power
165461370257,Distribution Operations Manager - Development Opportunity,Operations,Avista Utilities
165457649496,Operations Manager / HSE Manager,Operations,Arizona Public Service - APS;APS
165457649495,Gas Operations Manager,Operations,Avista Utilities
165457649494,Operations Manager,Operations,Calpine
165457649493,"Manager, Operations",Operations,NRG Energy
165457649492,Drilling Operations Manager,Operations,XGS Energy
165457649491,IT Operations Services Manager,Operations,Florida Power & Light
165457649490,Training Operations Manager,Operations,General Electric;FieldCore
165457649488,Strategic Operations Manager,Operations,Kindle Energy
165458419734,Operations Manager,Operations,Apex Clean Energy
165458419733,IT Operations Manager,Operations,Cherry Street Energy;Cherry Street Energy
165458419732,"Senior Project Manager, Human Resources Operations",Operations,General Electric;GE Vernova
165458419731,"Manager, Internal Operations",Operations,Sunnova
165458419730,Operations Manager,Operations,"Poly Energy, LLC"
165458419729,Operations Manager,Operations,SNEW
165458419728,Sr Manager Operations Planning,Operations,peco-energy.com;PECO
165458419727,"Financial Operations Manager - Distribution Operations (Chicago & South, New Business & Work Mgmt",Operations,Exelon;ComEd
165458419725,Operations Manager,Operations,Portland General Electric
165458675505,Manager of Financial Operations,Operations,Exelon;PECO
165458675504,Operations Manager,Operations,Trinity Solar
165458675503,Operations Manager,Operations,North Arkansas Electric Cooperative
165458675501,Senior Project Manager- Nor Cal Operations,Operations,Elite Electric
165458675500,Parts Operations Manager,Operations,General Electric;GE Vernova
165458675499,Manager Shop Operations,Operations,JC Davis Power
165458675498,Operations Manager,Operations,NRG Energy
165458675497,Manager of Meter Operations,Operations,Arizona Public Service - APS
165458675496,Operations Manager,Operations,it's electric
165409408304,Manager - Tree Trim Operations,Operations,DTE Energy
165409408302,"Section Manager, Stores Operations - Material Planning",Operations,"Consolidated Edison,"
165409408301,Section Manager Electric Operations,Operations,"Consolidated Edison,"
165409408300,Sr Project Manager\SCADA Team Lead - Solar Operations - Performance Engineering,Operations,Luminace
165409408299,Operations Support Manager,Operations,Consumers Energy
165409408298,Manager of EIM Engineering and Operations,Operations,NV Energy
165409408297,Development Operations Manager,Operations,Pivot Power;PivotGen
165409408296,Manager - Operations,Operations,Luminace
165409408303,Field Manager Operations,Operations,PPL
165460974336,Manager System Operations,Operations,Salt River Project
165460974265,Operations Manager,Operations,SOLV Energy
165460974263,"Manager, Commercial Operations",Operations,PPL
165460974261,Assistant Design Operations Manager | Electrical and Electronics Engineering,Operations,Sunnova
165460974260,Operations and Maintenance Manager,Operations,RWE Renewables Operations Australia Pty Ltd.
165460974259,Field Operations Manager,Operations,Solar Energy Solutions
165460974258,"Operations Senior Manager, Financial Planning & Analysis",Operations,General Electric;GE Vernova
165460974257,Grid Operations Senior Manager,Operations,Southern California Edison;Southern California Edison (SCE)
165440515509,"Senior Manager, Business Operations",Operations,NRG Energy
165440515508,Gas Turbine Operations Manager,Operations,Livewire Power
165440515507,Network Operations Center Department Manager,Operations,"Consolidated Edison,"
165440515506,"Senior Manager, Retail Operations",Operations,NRG Energy
165440515505,"Manager, Distributed Resources Operations",Operations,NYISO
165440515503,Field Operations Manager III,Operations,Qcells North America
165440515502,Operations Manager,Operations,Lifestyle Solar
165440515501,Operations Maintenance Manager,Operations,Active Solar Development LLC
165460952180,Emergency Operations Coordinator & Major Accounts Manager,Operations,LG&E and KU
165460378894,Operations Manager,Operations,NAES
165460378893,Operations Manager,Operations,Calpine
165460378892,Financial Operations Manager,Operations,Palmetto
165460378891,Manager Business Operations Services,Operations,Calpine
165460378888,Site Operations Manager,Operations,Terabase Energy
165460378886,Manager - Operations Sustainment,Operations,MidAmerican Energy;MidAmerican Energy
165458659923,West Region Operations Manager,Operations,Ameresco
165458659922,Operations Manager,Operations,Calpine
165458659921,Security Operations Manager,Operations,Salt River Project
165458659919,Solar Operations Manager,Operations,Kearsarge Energy
165458659918,Operations Manager,Operations,Wildcat Blockchain LLC
165458659917,Operations Manager,Operations,Eco Energy
165458659916,AMI / MDM Operations Manager,Operations,Georgia Power
165458659915,Operations Manager,Operations,Vistra
165411780398,Operations Shift Manager,Operations,Arizona Public Service - APS
165411780397,Operations Manager,Operations,Solar Energy World
165411780395,"Manager, Gas Operations",Operations,DTE Energy
165411780392,Sr. Manager - Treasury Operations,Operations,PPL
165411780390,Operations Site Manager,Operations,Longroad Energy
165411780394,"Manager, Supply Chain, Jade Operations, South Region",Operations,Talen Energy
165411780393,Sr Engineering Manager: Outage Tooling & Operations,Operations,General Electric;GE Vernova
165411780391,HR and Operations Manager,Operations,UGE
165411780389,Field Operations Supervisor/QAQC Manager,Operations,"Onsite Solar, LLC."
165466538289,"Assistant Operations Manager, Training",Operations,Entergy;Entergy Nuclear Operations Inc
165466538287,"Manager, Regional Operations Support",Operations,Idaho Power
165466538285,EBS Mid-Market Customer Service Operations and Quality Manager,Operations,EDF Energy
165466538284,Operations Manager,Operations,NAES
165466538283,Substations Operations Manager,Operations,Southern California Edison;Southern California Edison (SCE)
165466538281,PAC & Operations Manager,Operations,Southern;Southern Company
165466538280,Operations Manager,Operations,RER Energy Group
165469103257,"Manager, Operations Work Control, On-Line",Operations,STP Nuclear Operating;STP Nuclear Operating Company
165469103256,Assistant Operations Manager,Operations,Talen Energy
165469103255,Operations Systems Manager,Operations,Public Service Enterprise Group
165469103254,"Plant Manager, Steamfield Operations",Operations,Calpine
165469103252,Information Technology Operations Manager,Operations,Turlock Irrigation District
165469103251,Operations Manager | Driving Operational Excellence,Operations,Monalee
165469103249,T&D Operations Manager,Operations,Nashville Electric Service
165469898361,Louisiana Operations Manager,Operations,Saber Power
165469898360,Operations Manager,Operations,NRG Energy
165469898356,"Senior Manager, Treasury Operations",Operations,Constellation Energy Corporation;Constellation Energy Corporation
165469898354,Operations Training Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165469898353,"Senior Manager, Control Room Operations",Operations,ISO New England
165469898352,Real-Time Operations Manager,Operations,Southern;Southern Company
165469898359,Fleet Operations Manager,Operations,Sunnova
165469898358,Balance of Plant and Operations Manager,Operations,RWE Renewables Operations Australia Pty Ltd.
165472830570,Operations Manager,Operations,Cape Hatteras Electric Cooperative
165472830569,"Manager, Project Operations",Operations,Sunrun Inc
165472830568,"Senior Finance Manager - Manufacturing Operations, Americas",Operations,General Electric;GE Vernova
165472830567,"Manager, Fiber Operations",Operations,"DEEN, FRAN;Habersham EMC"
165472830566,Operations Manager,Operations,SkyMast Energy
165472830565,Financial Operations Manager,Operations,PGN;Portland General Electric
165472830563,Operations Manager,Operations,AMECO Solar & Roofing
165472830562,"Senior Manager, Security Business Operations & Compliance",Operations,Southern California Edison;Southern California Edison (SCE)
165471125572,"Senior Manager of Line Crew Operations, Vegetation Management, and Customer Engineering",Operations,Snohomish County PUD
165471125571,Manager - Electric Distribution Operations Support,Operations,DTE Energy
165471125570,Site Operations Manager,Operations,Engie;ENGIE North America Inc.
165471125569,"Technician, Operations Manager",Operations,Renewable Energy Services
165471125568,Site Operations Manager,Operations,Homer City Redevelopment LLC
165471125567,Regional Operations Manager/ Control Room Operation Specialist,Operations,Cyrq Energy
165471125566,"Manager, Operations Engineering (Power & Electrical Systems",Operations,RWE Renewables Operations Australia Pty Ltd.
165471125564,Operations Manager,Operations,JC Davis Power
165470253688,Insurance Risk Manager - Operations & Claims,Operations,EDF Renewables North America
165470253687,Operations Shift Manager,Operations,Firstenergy Corp.;First Energy
165470253686,Manager of System Operations & NERC Complianace,Operations,Florida Keys Electric Cooperative
165470253685,"Senior Manager, IT Operations & Service Management",Operations,NYISO
165470097951,Operations Manager (Avista Edge),Operations,Avista Utilities
165470097950,"Operations Shift Manager, Beeper",Operations,California ISO
165470097948,"Manager, Facilities Operations",Operations,Constellation Energy Corporation;Constellation Energy Corporation
165470097947,General Manager of NY Operations,Operations,SUNation Energy
165470097946,Operations Manager,Operations,Engie;ENGIE North America Inc.
165470097945,Operations Shift Manager,Operations,Social Security Administration;NextEra Energy Resources
165472137637,Senior Manager Electric Operations - Joliet,Operations,ComEd
165472137636,"Manager, Power Supply Operations",Operations,ElectriCities;ElectriCities of NC
165472137635,Senior Manager-Regional Operations,Operations,Avangrid Service Company
165472137634,Operations Lead Instructor,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165472137633,Operations Manager,Operations,Engie
165472137631,Operations Manager Liberty Mine,Operations,Luminant
165472137630,Operations Shift Manager,Operations,Luminant
165472137629,Operations Manager,Operations,"Davis H. Elliot Company, Inc."
165472137628,Monitoring Operations Manager,Operations,Carbon Solutions Group
165460620881,Operations Manager,Operations,Trajectory Energy Partners
165460620880,Engineering and Operations Manager,Operations,"Bedford Rural Electric Cooperative, Inc."
165460620879,"Manager Gas and Electric Design, Operations",Operations,LG&E and KU
165460620877,Manager of System Operations,Operations,Orlando Utilities Commission
165460620876,SFM Operations Manager,Operations,Shipley Energy
165460620875,"Manager, Legal Operations & Compliance",Operations,Apex Clean Energy
165460620874,Operations Strategy Manager,Operations,Palmetto
165460620873,Project Operations Manager,Operations,PowerFlex
165460620872,"Area Manager, Renewable Operations",Operations,Deriva Energy
165470105858,Operations Manager,Operations,Consumers Energy
165470105856,Operations Manager,Operations,Capital Power
165470105785,Operations Manager,Operations,EDP Renewables
165470105784,Operations Manager,Operations,NAES
165470105783,Operations Shift Manager,Operations,Arizona Public Service - APS
165470105782,Senior Manager Trading Operations,Operations,Uniper
165470105780,Manager of Regional Electric Operations,Operations,ComEd
165470105779,Field Operations Pipeline Manager,Operations,Sunrun Inc
165458635938,Commissioning and Operations Business Manager,Operations,"DEPCOM Power, Inc"
165458635937,Accounting Operations Manager,Operations,Southern;Southern Company
165458635936,Manager Operations Analytics,Operations,Avista Utilities
165458635935,Operations Manager,Operations,Puget Sound Solar
165458635934,Facilities Operations Manager,Operations,PPL
165458635933,Operations Manager,Operations,UNE Mejor juntos;EPM
165458635932,Field Operations Manager,Operations,Motive Energy
165458635931,Gas Operations Quality Control Contract Manager,Operations,Puget Sound Energy
165458635930,Operations Project Manager,Operations,IHI Power Services Corp.
165458635929,Senior Manager Nuclear Operations,Operations,Vistra
165469875381,Site Operations Manager,Operations,RWE Renewables Operations Australia Pty Ltd.
165469875380,Operations Manager,Operations,NRG Energy
165469875379,"Senior Manager, Operations and Maintenance",Operations,JERA Americas;JERA Americas
165469875378,Senior Talent Operations Manager,Operations,Southern California Edison;Southern California Edison (SCE)
165469875377,Senior Commercial Operations Manager,Operations,Calibrant Energy
165469875376,Data Center Site Operations Manager,Operations,Edged U.S.;Edged
165469875375,Substation Operations Manager,Operations,"Orange and Rockland Utilities, Inc."
165469875374,"Project Manager, Customer Operations",Operations,MidAmerican Energy;MidAmerican Energy
165469875373,Regional Field Operations Manager,Operations,The AES Corporation
165469875372,High Voltage Operations Sr. Manager,Operations,EDP Renewables;EDP Renewables North America
165462287020,Operations Manager,Operations,Empire Solar Solutions LLC
165462287019,"Manager, Site Security Operations",Operations,Constellation Energy Corporation;Constellation Energy Corporation
165462287018,Field Service Project Manager - DES Operations,Operations,Calibrant Energy
165462287017,Operations Manager - Faribault Energy Park,Operations,NAES
165462287016,Operations Manager,Operations,Engie;ENGIE North America Inc.
165462287013,Operations Manager,Operations,EDF Renewables North America
165462287012,Senior Operations Manager - HPC Data Centers,Operations,Iren Group;Iris Energy
165462287011,Operations Manager,Operations,Sunrun Inc
165441618322,Sr. Manager NGS Operations,Operations,JEA
165441618320,Operations Manager,Operations,"Consolidated Edison,"
165441618319,Hardware Operations Manager,Operations,NovaTech;NovaTech Automation
165441618318,Operations Assistant & Manager,Operations,Enel;Enel Green Power
165441618317,Manager Treasury Operations,Operations,Oge Energy Corp.
165441618315,Area Operations Manager,Operations,EDP Renewables
165441618313,Operations and Performance Manager,Operations,New Energy Equity
165458424867,Engineering & Operations Manager,Operations,Egyptian Electric Cooperative
165458424866,Operations Project Manager,Operations,Thayer Power & Communication
165458424865,Operations Manager,Operations,Vistra
165458424864,Area Operations Manager,Operations,EDP Renewables
165458424863,Operations Manager,Operations,Greenstar Power
165458424862,Prin Project Manager - Distribution System Operations,Operations,ComEd
165458424861,Operations Manager,Operations,"S-Con Services, Inc."
165458424860,Manager of Network Operations,Operations,Tallahatchie Valley Electric Power Association
165458424859,Operations Manager,Operations,Brookfield Renewable Energy Partners Lp/Ca
165458424858,Service Operations Manager,Operations,Solar Alternatives
165470725971,Water and Reuse Operations and Maintenance Manager,Operations,JEA
165470725970,Field Operations Manager,Operations,Array Technologies Inc
165470725969,Gas Operations Manager,Operations,Jackson Energy Authority
165470725968,Operations Project Manager,Operations,Oxford University Images / Nasir Hamid --
165470725967,Area Retail Operations Manager,Operations,LG&E and KU
165470725966,Operations Manager,Operations,Atlantic Power & Utilities
165470725965,Operations Training Compliance Manager,Operations,NV Energy
165470725964,Manager Infrastructure Protection and Security Operations,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165470725963,Regional Operations Manager,Operations,Skytech Solar-A SF Bay Area Solar Company
165411780370,"Manager, Financial Operations",Operations,New York Power Authority
165411780367,Manager-Grid Operations Support,Operations,Salt River Project
165411780366,Operations Manager,Operations,RWE Renewables Operations Australia Pty Ltd.
165411780364,Manager Electrical Operations,Operations,"Consolidated Edison,"
165411780363,Regional Operations Manager,Operations,Scout Clean Energy
165411780362,Manager IT Network Operations,Operations,NRECA
165472509508,Manager of Commercial Operations,Operations,LG&E and KU
165472509507,"Manager, Analyst Operations",Operations,Dynamic Energy
165472509506,Manager II- Renewable Operations,Operations,Deriva Energy
165472509505,Manager of Treasury Operations,Operations,City Utilities of Springfield
165472509504,Operations Manager,Operations,"S-Con Services, Inc."
165472509503,Operations Manager,Operations,Upper Peninsula Power Company
165472509502,Operations Manager,Operations,Solential
165472509501,Transmission and Substation Operations Manager,Operations,Florida Power & Light
165472509500,Operations Manager,Operations,Carbon Recall Chattanooga;Carbon Recall Chattanooga
165472509499,Operations Manager,Operations,California Solar Electric Cooperative;California Solar Electric Cooperative
165469417651,Manager Power Systems Operations Training,Operations,SMUD
165469417650,Distribution Systems Operations Shift Manager & Senior Substation Operator,Operations,ComEd
165469417649,"Senior Manager, Customer Operations",Operations,"Clearway Energy, Inc.;Clearway Energy Group LLC"
165469417648,People Operations Manager,Operations,Pivot Energy
165469417646,"Section Manager, Northern Region Stores Operations",Operations,"Consolidated Edison,"
165469417645,Area Retail Operations Manager,Operations,LG&E and KU
165469417644,Info Systems Operations Manager III,Operations,Los Angeles Department of Water and Power
165469417643,Operations Data Analytics Manager,Operations,Exelon;PECO
165469417642,Senior Manager - Business Operations Reporting,Operations,NRG Energy
165458685273,Manager of Operations,Operations,White River Valley Electric Cooperative
165458685272,Electrical Engineering and Operations Department Manager,Operations,Turlock Irrigation District
165458685271,Operations Planning Manager,Operations,Midcontinent Independent System Operator (MISO)
165458685269,Operations Manager,Operations,Guided Path Solar
165458685268,Senior Manager of Development Operations,Operations,Calibrant Energy
165458685267,Operations Manager,Operations,NAES
165458685266,Operations Manager,Operations,DP&L;The AES Corporation
165458685265,Operations Manager / NETA III,Operations,National Field Services;IPS PowerServe
165458685264,Business Operations Manager,Operations,Strata Solar LLC;Strata Clean Energy
165459890018,Operations Manager,Operations,TXNM Energy Inc.
165459890017,Field Operations Manager,Operations,SOLV Energy
165459890015,Asset Operations Technician Manager,Operations,Broad Reach Power;ENGIE North America Inc.
165459890014,Operations Shift Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165459890012,Operations Shift Manager,Operations,NextEra Energy Resources
165459890011,Senior Manager of Operations,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165459890010,"Sr. Operations Manager, Auwahi Wind Energy",Operations,Invenergy
165409250896,Operations Manager,Operations,Hawaiian Electric Industries
165409250895,Operations Manager,Operations,Arizona Public Service - APS
165409250894,Finance Manager - FP&A Operations & Technology,Operations,Palmetto
165409250892,Post COD Customer Operations Manager - NextEra,Operations,General Electric;GE Vernova
165409250891,"Manager, Network Operations Center",Operations,NRG Energy
165473371974,Operations Manager Bloom Wind and Beaufort Solar,Operations,Capital Power
165473371973,Portfolio Operations Manager,Operations,Nexamp
165473371971,Business Operations Manager,Operations,PowerFlex
165473371970,"Manager, Fleet & Facilities Operations",Operations,Sunrun Inc
165473371969,Operations Support Manager,Operations,NRTC
165473371967,"Department Manager, Capital Construction - Substation Operations",Operations,"Consolidated Edison,"
165473371966,Senior Labor Services Operations Manager,Operations,General Electric;GE Vernova
165458597932,Executive Operations Manager,Operations,Arbor Energy;Arbor Energy
165458597931,Operations Maintenance Manager,Operations,Cordia
165458597929,Operations & Maintenance Manager,Operations,Calpine
165458597928,Operations & Maintenance Manager,Operations,vepenergy.com;Vanguard Energy Partners LLC
165458597927,Manager Real Time Power Operations,Operations,Calpine
165458597925,Operations Shift Manager,Operations,MidAmerican Energy;MidAmerican Energy
165458597923,Customer Operations Manager,Operations,MCE
165458001829,Assistant Operations Engineer Manager,Operations,Ameresco
165458001827,Operations Manager,Operations,Black Platinum Solar & Electric;Black Platinum Solar & Electric
165458001826,Operations Manager,Operations,Trinity Solar
165458001824,Operations Manager,Operations,APR Energy
165458001823,Customer Support Operations Manager,Operations,EXCELERGY
165458001822,Operations Manager,Operations,Glaser Solar Inc
165458001821,Senior Operations Manager,Operations,General Electric;GE Vernova
165471012373,Operations Manager,Operations,"Consolidated Edison,"
165471012372,Billing and Operations Manager,Operations,Great American Gas and Electric LLC
165471012370,Sr. Manager of Operations,Operations,TCEC - Tri-County Electric Cooperative
165471012369,General Manager of Operations,Operations,East Energy Renewables;East Energy Renewables
165471012368,Operations Manager,Operations,Alaska Village Electric Cooperative
165471012367,Network Operations Manager,Operations,PECI;Pedernales Electric Cooperative
165471012366,Corporate Operations Support Manager,Operations,Hanwha Q Cells;Qcells North America
165471012364,"Sr. Manager, Quality Operations",Operations,General Electric;GE Vernova
165471012371,Operations Shift Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165469133411,Operations Manager,Operations,Portland General Electric
165469133410,"Manager, Safety, Training and Operations Support",Operations,NRG Energy
165469133409,"Operations Manager, Residential Services",Operations,LG&E and KU
165469133408,"Manager Field Operations, Scada Technical Services",Operations,PGN;Portland General Electric
165469133407,"Manager, Grid Operations",Operations,Salt River Project
165469133406,Gas Operations Manager,Operations,DTE Energy
165469133405,Operations Manager,Operations,Calpine
165469133404,SharePoint Operations Manager,Operations,Florida Power & Light
165469133403,Manager- Customer Service Strategy- RCB Operations,Operations,DTE Energy
165469133402,Operations Compliance Manager,Operations,Constellation Energy Corporation;Constellation Energy Corporation
165460974228,Site Operations Manager,Operations,Duke Energy;DTE Energy
165460974227,Operations Manager,Operations,Invenergy
165460974225,Operations Manager,Operations,ChariotEnergy;Chariot Energy
165460974224,Senior Operations Manager - Rotor Assembly and Repair,Operations,General Electric;GE Vernova
165460974222,Operations Manager,Operations,EDF Renewables North America
165460974221,Operations Manager,Operations,IDEAL ENERGY;Ideal Energy
165460974220,Operations Manager,Operations,Calpine
165460974219,"Project Manager, Substations Operations at Consolidated Edison Company",Operations,"Consolidated Edison,"
165469928120,Regional Operations Manager,Operations,Solar Savings Direct
165469928119,"Manager, Operations Analysis & Performance Support",Operations,Southwest Power Pool
165469928118,Shift Manager - Distribution System Operations,Operations,Exelon;PECO
165469928117,Operations Manager,Operations,Sun Up Zero Down LLC
165469928116,Technical Operations Manager,Operations,PGN;Portland General Electric
165469928115,"Group Manager, Field Operations East & National",Operations,Southern;Southern Company
165469928114,Operations Financial Manager,Operations,DTE Energy
165469928113,Commercial Operations - Partnership & Asset Manager l Engie Renewables Graduate Program,Operations,Engie
165469928112,Operations Shift Manager / Senior Reactor Operator,Operations,Arizona Public Service - APS
165459055961,Operations Manager,Operations,ComEd
165459055959,Operations Support Manager,Operations,Southern;Southern Company
165459055957,Manager of Plant Operations,Operations,Oge Energy Corp.
165459055956,Operations Manager,Operations,Vicinity Energy
165458395179,IT Operations Manager,Operations,Lansing Board of Water & Light
165458395178,Operations and Maintenance Manager,Operations,Southern;Southern Power
165458395175,"Operations Manager, Permit Supervisor",Operations,Elevation
165458395173,Solar Operations Manager II,Operations,Deriva Energy
165458395171,Manager Forestry Operations,Operations,CMS Energy;Consumers Energy
165458395174,Section Manager Electric Operations,Operations,"Orange and Rockland Utilities, Inc."
165458395172,"Manager, ECC Operations",Operations,Arizona Public Service - APS
165402086030,Operations Manager,Operations,"Powur, PBC"
165402086029,Operations Manager - BESS O&M,Operations,Ameresco
165402086027,Customer Experience Operations Manager,Operations,Arizona Public Service - APS
165402086026,"Senior Manager, New Homes Builder Operations",Operations,Sunrun Inc
165402086024,Operations Manager,Operations,NextEra Energy;NextEra Energy Resources
165402086023,Assistant General Manager - Hydropower Operations,Operations,Grand River Dam Authority
165472822129,Business Operations Manager,Operations,Engie;ENGIE North America Inc.
165472822128,Operations Manager at QE Solar. Several Years,Operations,QE Solar
165472822127,"Manager, Business Operations",Operations,Burnham RNG
165472822124,Operations & Maintenance Manager,Operations,NAES
